/Users/kartiksinghal/Desktop/self-driving-project/sim-track-data/IMG/center_2020_09_11_10_51_08_266.jpg, /Users/kartiksinghal/Desktop/self-driving-project/sim-track-data/IMG/left_2020_09_11_10_51_08_266.jpg, /Users/kartiksinghal/Desktop/self-driving-project/sim-track-data/IMG/right_2020_09_11_10_51_08_266.jpg, 0, 0, 0, 7.890168E-05
/Users/kartiksinghal/Desktop/self-driving-project/sim-track-data/IMG/center_2020_09_11_10_51_08_367.jpg, /Users/kartiksinghal/Desktop/self-driving-project/sim-track-data/IMG/left_2020_09_11_10_51_08_367.jpg, /Users/kartiksinghal/Desktop/self-driving-project/sim-track-data/IMG/right_2020_09_11_10_51_08_367.jpg, 0, 0, 0, 7.938911E-05
/Users/kartiksinghal/Desktop/self-driving-project/sim-track-data/IMG/center_2020_09_11_10_51_08_470.jpg, /Users/kartiksinghal/Desktop/self-driving-project/sim-track-data/IMG/left_2020_09_11_10_51_08_470.jpg, /Users/kartiksinghal/Desktop/self-driving-project/sim-track-data/IMG/right_2020_09_11_10_51_08_470.jpg, 0, 0, 0, 7.930928E-05
/Users/kartiksinghal/Desktop/self-driving-project/sim-track-data/IMG/center_2020_09_11_10_51_08_572.jpg, /Users/kartiksinghal/Desktop/self-driving-project/sim-track-data/IMG/left_2020_09_11_10_51_08_572.jpg, /Users/kartiksinghal/Desktop/self-driving-project/sim-track-data/IMG/right_2020_09_11_10_51_08_572.jpg, 0, 0, 0, 7.818256E-05
/Users/kartiksinghal/Desktop/self-driving-project/sim-track-data/IMG/center_2020_09_11_10_51_08_679.jpg, /Users/kartiksinghal/Desktop/self-driving-project/sim-track-data/IMG/left_2020_09_11_10_51_08_679.jpg, /Users/kartiksinghal/Desktop/self-driving-project/sim-track-data/IMG/right_2020_09_11_10_51_08_679.jpg, 0, 0, 0, 8.246159E-05
/Users/kartiksinghal/Desktop/self-driving-project/sim-track-data/IMG/center_2020_09_11_10_51_08_783.jpg, /Users/kartiksinghal/Desktop/self-driving-project/sim-track-data/IMG/left_2020_09_11_10_51_08_783.jpg, /Users/kartiksinghal/Desktop/self-driving-project/sim-track-data/IMG/right_2020_09_11_10_51_08_783.jpg, 0, 0.1243408, 0, 0.08158758
/Users/kartiksinghal/Desktop/self-driving-project/sim-track-data/IMG/center_2020_09_11_10_51_08_886.jpg, /Users/kartiksinghal/Desktop/self-driving-project/sim-track-data/IMG/left_2020_09_11_10_51_08_886.jpg, /Users/kartiksinghal/Desktop/self-driving-project/sim-track-data/IMG/right_2020_09_11_10_51_08_886.jpg, 0, 0.433062, 0, 0.3958028
/Users/kartiksinghal/Desktop/self-driving-project/sim-track-data/IMG/center_2020_09_11_10_51_08_990.jpg, /Users/kartiksinghal/Desktop/self-driving-project/sim-track-data/IMG/left_2020_09_11_10_51_08_990.jpg, /Users/kartiksinghal/Desktop/self-driving-project/sim-track-data/IMG/right_2020_09_11_10_51_08_990.jpg, 0, 0.721545, 0, 1.079392
/Users/kartiksinghal/Desktop/self-driving-project/sim-track-data/IMG/center_2020_09_11_10_51_09_099.jpg, /Users/kartiksinghal/Desktop/self-driving-project/sim-track-data/IMG/left_2020_09_11_10_51_09_099.jpg, /Users/kartiksinghal/Desktop/self-driving-project/sim-track-data/IMG/right_2020_09_11_10_51_09_099.jpg, 0, 1, 0, 2.108431
/Users/kartiksinghal/Desktop/self-driving-project/sim-track-data/IMG/center_2020_09_11_10_51_09_203.jpg, /Users/kartiksinghal/Desktop/self-driving-project/sim-track-data/IMG/left_2020_09_11_10_51_09_203.jpg, /Users/kartiksinghal/Desktop/self-driving-project/sim-track-data/IMG/right_2020_09_11_10_51_09_203.jpg, -0.1447978, 1, 0, 3.495116
/Users/kartiksinghal/Desktop/self-driving-project/sim-track-data/IMG/center_2020_09_11_10_51_09_305.jpg, /Users/kartiksinghal/Desktop/self-driving-project/sim-track-data/IMG/left_2020_09_11_10_51_09_305.jpg, /Users/kartiksinghal/Desktop/self-driving-project/sim-track-data/IMG/right_2020_09_11_10_51_09_305.jpg, -0.4496877, 1, 0, 4.641778
/Users/kartiksinghal/Desktop/self-driving-project/sim-track-data/IMG/center_2020_09_11_10_51_09_409.jpg, /Users/kartiksinghal/Desktop/self-driving-project/sim-track-data/IMG/left_2020_09_11_10_51_09_409.jpg, /Users/kartiksinghal/Desktop/self-driving-project/sim-track-data/IMG/right_2020_09_11_10_51_09_409.jpg, -0.744597, 1, 0, 5.741222
/Users/kartiksinghal/Desktop/self-driving-project/sim-track-data/IMG/center_2020_09_11_10_51_09_514.jpg, /Users/kartiksinghal/Desktop/self-driving-project/sim-track-data/IMG/left_2020_09_11_10_51_09_514.jpg, /Users/kartiksinghal/Desktop/self-driving-project/sim-track-data/IMG/right_2020_09_11_10_51_09_514.jpg, -1, 1, 0, 6.772804
/Users/kartiksinghal/Desktop/self-driving-project/sim-track-data/IMG/center_2020_09_11_10_51_09_630.jpg, /Users/kartiksinghal/Desktop/self-driving-project/sim-track-data/IMG/left_2020_09_11_10_51_09_630.jpg, /Users/kartiksinghal/Desktop/self-driving-project/sim-track-data/IMG/right_2020_09_11_10_51_09_630.jpg, -0.704716, 1, 0, 8.116944
/Users/kartiksinghal/Desktop/self-driving-project/sim-track-data/IMG/center_2020_09_11_10_51_09_732.jpg, /Users/kartiksinghal/Desktop/self-driving-project/sim-track-data/IMG/left_2020_09_11_10_51_09_732.jpg, /Users/kartiksinghal/Desktop/self-driving-project/sim-track-data/IMG/right_2020_09_11_10_51_09_732.jpg, -0.4251583, 1, 0, 9.264679
/Users/kartiksinghal/Desktop/self-driving-project/sim-track-data/IMG/center_2020_09_11_10_51_09_837.jpg, /Users/kartiksinghal/Desktop/self-driving-project/sim-track-data/IMG/left_2020_09_11_10_51_09_837.jpg, /Users/kartiksinghal/Desktop/self-driving-project/sim-track-data/IMG/right_2020_09_11_10_51_09_837.jpg, -0.12361, 1, 0, 10.38319
